Chr	Position	TraitA	TraitB
16	10606771	-0.00421275	0.000382092
16	10613337	-0.00359708	0.00108622
16	10616512	0.0016041	-0.00427573
16	10622318	0.0027137	-0.00329373
16	10628185	-0.00270204	0.00291728
16	10631153	-0.00270204	0.00291728
16	10636611	-0.00281991	0.000432273
16	10649467	-0.00359708	0.00108622
16	10654303	-0.00270204	0.00291728
16	10659759	-0.00286404	0.00463399
16	10666508	-0.00359708	0.00108622
16	10668891	-0.00349082	0.00463399
16	10671543	-0.00359708	0.00108622
16	10677627	0.00299201	-0.000903728
16	10681295	-0.00361693	0.0012922
16	10682631	-0.00350204	0.0023079
16	10683973	-0.00361693	0.0012922
16	10684807	-0.00350204	0.0023079
16	10685837	0.00123095	-0.000308492
16	10686876	-0.00137228	0.0028334
16	10695874	0.00114468	-0.00311444
16	10700352	0.00283418	0.00106731
16	10711827	0.00291975	-0.000101893
16	10716953	-0.00241689	0.00229052
16	10717650	-0.00196689	0.00198695
16	10719054	-0.00151695	0.00173713
16	10719745	-0.00151695	0.00173713
16	10722907	0.000371392	-0.00234065
16	10727606	0.000318178	-0.00199739
16	10741676	0.000945275	-0.00249227
16	10746171	0.00217458	0.00122352
16	10749554	-0.00410191	0.00116523
16	10756397	0.00145668	0.000292917
16	10758139	0.000557689	0.00156245
16	10769248	-0.00420276	-0.000935745
16	10772321	-0.00481872	0.000337838
16	10773709	-0.000646087	-0.000757455
16	10778875	-0.00446802	-0.00202427
16	10784055	-0.00162165	0.00178021
16	10786515	-0.000222855	0.000351227
16	10787494	-0.000243392	-0.00343658
16	10788420	-0.000921857	0.000995885
16	10791559	-0.0020659	-0.00248881
16	10807064	-0.00217431	-0.00250191
16	10829460	0.00244142	0.00336872
16	10836856	-0.00442075	0.00252936
16	10839178	-0.00115145	0.000304986
16	10845892	0.00197461	-0.000321404
16	10847723	-0.000762642	-6.10E-05
16	10848631	0.001917	-0.00307444
16	10850232	-0.00083034	0.00672305
16	10851355	-0.000408017	0.00688728
16	10854861	-0.000766397	0.00637745
16	10856187	-0.000265635	0.00584906
16	10857075	-0.00135508	0.00604898
16	10858423	0.0021221	-0.00239961
16	10860599	-0.00264051	0.0114319
16	10863248	0.000954433	-0.00293943
16	10864737	0.00375776	0.0120619
16	10868676	0.00298793	0.00725534
16	10872800	-0.00127315	-0.00466336
16	10876475	-0.000292312	0.00543142
16	10877513	0.00142372	2.71E-05
16	10878510	0.00109752	0.00448217
16	10879330	0.00109752	0.00448217
16	10881344	0.00109752	0.00448217
16	10882495	0.00440453	0.00152472
16	10883658	0.00440453	0.00152472
16	10886595	0.00440453	0.00152472
16	10888514	0.00440453	0.00152472
16	10891096	0.00265971	-1.44E-05
16	10892975	0.00330991	-0.000754975
16	10893872	0.0005249	0.00148836
16	10894806	0.00265971	-1.44E-05
16	10895400	0.000414102	0.00373242
16	10896040	-0.000968468	0.00662054
16	10899785	-0.00187833	0.00325433
16	10900875	0.00154366	0.00409758
16	10909199	0.000314739	-0.00036074
16	10912452	-0.00219451	0.00113745
16	10916688	-0.000951767	0.00179919
16	10919192	0.000350561	-0.00154368
16	10926054	-0.000146775	-0.00222642
16	10929191	-0.0010987	-0.00287615
16	10930720	-0.00034437	-0.00128083
16	10933441	-0.00034437	-0.00128083
16	10945529	0.00111516	-0.00310694
16	10950838	0.00111516	-0.00310694
16	10962149	-0.000490356	-0.00577163
16	10969280	-0.00117687	-0.00230235
16	10970147	0.00143648	-0.00263952
16	10973222	0.00278226	-0.00279816
16	10980953	-0.00401632	0.00260998
16	10986066	-3.77E-05	-0.00130393
16	10989362	0.000546946	-0.000921886
16	10993948	-0.00378919	0.00172779
16	10994637	0.00143648	-0.0022375
16	10996272	-0.00321081	0.0023105
16	10997326	0.0019827	-0.00194734
16	11001088	-0.000785737	0.00171943
16	11003793	-0.000785737	0.00171943
16	11005886	0.00115108	0.00159574
16	11006661	8.29E-05	-0.000711291
16	11008628	0.000615074	-0.00356212
16	11017597	0.00325551	0.00240823
16	11027914	-0.00515562	-0.000923166
16	11030333	-0.000440387	0.00463955
16	11045600	-0.000450174	0.000271349
16	11046220	0.000550604	-0.000591046
16	11050336	-0.0017185	0.00177606
16	11054726	-0.00515562	-0.000923166
16	11060571	-0.00322384	0.00233652
16	11065126	0.000242865	-4.90E-05
16	11066745	-0.00121809	0.0044005
16	11067537	-0.00167231	0.0044005
16	11070491	-0.0017268	0.0044005
16	11071776	-0.00473979	0.00320309
16	11072798	-0.00197401	-0.00483585
16	11079945	0.00114789	0.00231319
16	11082027	0.00338238	0.00237967
16	11085491	-0.000507737	0.0010244
16	11089004	-0.000425727	9.49E-05
16	11094944	0.000226546	-0.000535547
16	11096481	0.00251087	-0.00296093
16	11101247	0.000186928	4.64E-06
16	11103811	0.00151966	-0.00333453
16	11118691	-0.00174942	0.00445116
16	11119769	-0.00982794	0.0111193
16	11122930	0.00136736	0.0044538
16	11126132	-0.00982794	0.0111193
16	11126904	-0.00490828	0.000336402
16	11128117	0.0009032	-0.00177266
16	11129099	-0.00861182	2.85E-05
16	11129884	-0.00861182	2.85E-05
16	11132528	-0.0037936	-4.76E-05
16	11133072	-0.00861182	2.85E-05
16	11134456	-0.00381899	-4.76E-05
16	11136272	-0.00832123	0.00177847
16	11137779	0.000578823	-0.0016867
16	11139161	0.00482966	0.00100201
16	11140476	-0.00124069	0.000875296
16	11146957	-0.00375565	1.88E-06
16	11155276	0.00137573	0.000122433
16	11160096	-0.000503691	-1.02E-05
16	11162167	-0.000954775	-9.67E-05
16	11163229	-2.21E-05	-0.00249775
16	11165594	-0.0002545	0.00248549
16	11166156	5.70E-05	0.00224348
16	11179683	-0.000405186	-0.000238695
16	11180785	-0.00283978	-0.00101797
16	11181836	-0.00300377	0.00422851
16	11182891	-0.00329903	0.00404123
16	11184338	-0.000895779	0.000194572
16	11187378	-0.00196521	0.00085983
16	11188934	0.000386476	0.00204557
16	11190039	-0.00247131	-0.000110126
16	11194681	0.00118224	0.00329174
16	11195760	-0.000866618	-0.00357062
16	11199264	-0.0018645	0.00501276
16	11205592	-0.00336205	-0.00125982
16	11207054	0.00179355	0.00196728
16	11213100	0.000967682	-0.000319817
16	11214185	0.000174302	0.0052457
16	11217326	0.00124214	0.00142513
16	11218372	0.00135325	0.00267564
16	11223277	0.000804098	0.000513171
16	11235758	0.00244763	-0.00302153
16	11241049	0.000816575	-0.00230317
16	11242430	0.00144905	0.0014715
16	11244684	0.00144905	0.0014715
16	11245721	0.000771671	-0.00101876
16	11247323	0.000771671	-0.00101876
16	11250434	-0.000106214	0.001309
16	11251542	-0.000345375	-0.00438756
16	11253312	-1.63E-05	0.00123916
16	11254116	-1.63E-05	0.00123916
16	11255195	-1.63E-05	0.00123916
16	11257044	-1.63E-05	0.00123916
16	11260100	-0.000263291	0.00397745
16	11261172	-0.000606105	0.00123916
16	11262252	-0.000252674	0.000623999
16	11263060	0.0011504	0.00555359
16	11270986	0.00111483	0.00457086
16	11272236	0.00111483	0.00457086
16	11278988	0.000875073	0.00453329
16	11281623	0.000896614	0.00454957
16	11287870	0.0048284	0.00130042
16	11289906	0.000450307	-0.00295844
16	11290776	0.00657247	0.00261126
16	11300565	0.0011763	-0.00260189
16	11301286	0.00611793	0.00163778
16	11306087	0.000147614	0.00101863
16	11311714	0.0068559	0.00606996
16	11312638	-0.00041587	3.33E-05
16	11313814	-0.000192194	9.20E-05
16	11317478	0.00327043	0.00145079
16	11324733	-0.000106975	-0.00427389
16	11330199	0.00427662	0.00225049
16	11341258	0.00393963	-0.00164292
16	11346994	0.00846534	-0.000971352
16	11348758	-0.00143208	0.006345
16	11353790	-0.000571583	0.00446173
16	11356176	0.00336822	0.00217932
16	11359761	0.000622026	0.00162669
16	11360575	-0.00150811	0.006345
16	11369445	-0.000217044	0.00118692
16	11376858	-0.000993817	0.00876153
16	11377578	-0.000993817	0.00876153
16	11378164	0.00411332	-0.00102878
16	11379375	-0.000955778	0.00487707
16	11380061	-0.000993817	0.00876153
16	11395875	-5.90E-05	0.00335984
16	11398484	-0.000547099	0.00344131
16	11406952	-0.00589991	-0.00173785
16	11410055	-0.00158829	-0.00699374
16	11416201	-0.000429922	0.00414598
16	11423574	-0.00462524	-0.00395484
16	11430036	-0.000389481	0.00693068
16	11433148	-0.000389481	0.00693068
16	11438232	-0.00186331	-0.00166124
16	11441927	0.00456012	0.00978179
16	11446470	0.00349349	0.00653509
16	11447173	0.00349349	0.00653509
16	11449108	0.00349349	0.00653509
16	11453072	0.00445963	-0.00526103
16	11458729	0.00349349	0.00677995
16	11460328	0.00372386	0.00558594
16	11462132	0.00151703	0.001143
16	11476178	-0.000487126	-0.00028132
16	11494529	-0.00230982	-0.00408068
16	11496637	0.00168813	-0.00344939
16	11499233	0.00354992	0.00237269
16	11500465	0.000625559	0.00250841
16	11508008	0.00354992	0.00237269
16	11508694	0.00354992	0.00237269
16	11509638	0.00312659	-0.00180983
16	11510634	0.00312659	-0.00187602
16	11511837	0.00243245	0.00267169
16	11514020	0.000686093	0.0023778
16	11515841	0.00215214	0.00438077
16	11516923	0.00144042	0.00207799
16	11517571	0.00144042	0.00207799
16	11520678	-0.000608253	-0.00338561
17	25017	0.000228281	0.00206381
17	27502	0.00941878	-0.000991313
17	45644	-0.00166181	-0.00486673
17	59867	-0.00247052	-0.0040615
17	60600	-0.00134759	0.00147675
17	67686	-0.00247052	-0.0040615
17	75090	-0.00247052	-0.0040615
17	77144	-0.00247052	-0.0040615
17	77848	-0.00247052	-0.0040615
17	128721	-0.0026135	0.00119678
17	133170	0.000514348	-0.00925292
17	135414	-0.00486253	-0.00338867
17	166547	-0.00486253	-0.00338867
17	169808	-0.00432971	-0.00330628
17	173512	-0.00432971	-0.00330628
17	174225	-0.00146445	0.00143621
17	175430	-0.00486253	-0.00340588
17	176559	-0.00432971	-0.00330628
17	187642	-0.00628728	-0.00346606
17	195530	-0.00107887	0.00372562
17	198184	-0.00107887	0.00372562
17	201173	0.00259354	-0.00031935
17	207236	0.000934385	-0.00401815
17	208913	0.000908094	-0.00230818
17	210051	0.00226543	-1.60E-05
17	211468	0.00293899	-0.00641449
17	214301	-0.00134715	-0.00392482
17	232857	-0.0014885	-0.00237769
17	237052	-0.00148045	0.00552878
17	240923	0.00109139	-0.000720316
17	242227	-0.00124986	-0.0017264
17	258203	-0.00132167	-0.00203553
17	278108	0.00486693	-0.00113839
17	282928	0.00336219	-0.00101983
17	285339	0.00336219	-0.00101983
17	288648	0.00542362	-0.00113839
17	299833	0.00542362	-0.00113839
17	301139	0.00542362	-0.00113839
17	305976	0.0017952	-0.00285322
17	307029	0.00146527	-0.00884616
17	316024	-0.00183573	-0.00306585
17	321167	-0.00112321	-0.00376807
17	325832	-3.78E-05	-0.00342626
17	331763	-0.00102586	-0.00268311
17	336076	0.00791227	-0.0061747
17	340267	0.00854763	-0.00269545
17	347517	0.00791227	-0.0061747
17	351293	0.000899925	-0.00357509
17	356136	0.00756189	-0.0061747
17	363335	0.00767352	-0.00394123
17	370866	0.00251922	-0.00345875
17	376434	0.0104987	-0.00474366
17	380263	-0.000639014	-0.000996962
17	382493	0.0104987	-0.00474366
17	389804	-0.00214927	0.000354534
17	392575	-0.00141495	-0.000447663
17	399334	-0.00224487	-0.000599826
17	410050	-0.00666969	-0.00526877
17	417479	0.000772115	-0.00023162
17	428432	0.00468507	-0.00123593
17	433330	-0.00439562	-0.00192907
17	436681	0.000745389	0.00391166
17	439166	-0.000432977	-0.00232335
17	442461	0.000149195	0.00121519
17	447196	-0.00216319	-0.00151227
17	453557	0.00136345	0.00297134
17	456815	0.000569779	0.00129207
17	460416	3.77E-05	-0.00222478
17	470914	3.77E-05	-0.00222478
17	472066	0.00204099	0.00297773
17	473644	0.00204099	0.00297773
17	474992	-0.000114772	0.00445548
17	475870	0.00204099	0.00297773
17	476480	0.000745389	0.00391166
17	478464	0.00204099	0.00297773
17	479474	0.00179711	0.0027805
17	486326	0.00214406	-0.00233954
17	486998	0.00136345	0.00297134
17	491951	0.000919475	0.00391166
17	496109	-0.000598203	-0.0015924
17	501655	-0.00272738	-0.00126808
17	511368	0.00250405	0.00203131
17	516300	-0.00262014	5.69E-06
17	518641	0.00269142	0.00359377
17	531260	-0.00391325	-0.00175194
17	551247	-0.0029179	-0.0027326
17	557452	0.00310479	-0.00237254
17	558174	-0.00172233	-0.00290007
17	561156	0.00246027	-0.00131659
17	565064	0.00137197	-0.00165769
17	568217	-0.00177477	-0.00308419
17	574188	0.00289087	8.26E-05
17	575141	0.00249135	-0.00101012
17	577604	-0.00620817	0.00282707
17	582643	0.000879812	-0.00165757
17	585804	0.00157379	-0.00306538
17	587607	-0.00554643	-0.0109022
17	589329	0.00120008	-0.00130077
17	591594	0.000879812	-0.00165757
17	598542	-0.00193502	-0.00192204
17	599923	-0.000132511	0.00138818
17	603884	-0.00231776	0.000319043
17	604925	-0.00231776	0.000541719
17	614294	0.00102111	0.00144242
17	618390	0.00102111	0.00144242
17	641825	-0.000517177	-0.000693621
17	647269	0.00254149	-0.00090851
17	661864	0.00397471	-0.00294922
17	663224	0.00397471	-0.00294922
17	668465	-0.000326846	-0.00133259
17	671874	-0.000326846	-0.00133259
17	673267	-0.000307818	-0.00106667
17	677998	-6.43E-05	-0.000381072
17	682337	-0.00129976	0.00159243
17	685164	0.000628306	-0.00226743
17	690385	-8.10E-05	-0.000645237
17	694461	2.40E-05	-0.005757
17	695217	-0.00435642	0.000687707
17	698008	-0.00689232	0.000591432
17	701025	0.00111879	-0.00448856
17	704296	-0.00633177	-0.0115807
17	715861	0.0016546	-0.00337909
17	719024	-0.000801179	-0.00247609
17	729934	0.000260869	-0.00446689
17	737443	-0.00092761	-0.00253252
17	750714	-0.00177883	0.000129901
17	759261	-0.00758484	-0.00995957
17	773928	-0.00758484	-0.00995957
17	776521	-0.00758484	-0.00995957
17	785198	0.00356031	0.00111013
17	801094	-0.000636409	-0.00401062
17	802731	-0.00758484	-0.00995957
17	813831	0.00356031	0.00111013
17	822562	-0.00462591	0.000123101
17	828983	0.00482477	-0.00109487
17	834202	0.00094515	-0.00571558
17	853854	-0.00142033	-0.00757978
17	857554	0.000267378	-0.00617188
17	862012	-0.00142033	-0.00757978
17	869467	-0.00809591	-0.00995957
17	874016	-0.00809591	-0.00995957
17	876071	-0.000198748	-0.00187379
17	877635	-0.00809591	-0.00995957
17	887403	-0.00527759	-0.00492017
17	889116	-0.00527759	-0.00492017
17	891350	8.20E-05	-0.00119091
17	892483	-0.00475318	-0.00492017
17	897944	1.12E-05	0.00289093
17	946950	-0.00816969	-0.00492525
17	963488	0.000505297	0.00302771
17	980327	-0.00666293	-0.00105774
17	983477	-0.0111858	-0.0015102
17	984395	-0.00976852	0.000344937
17	988243	-0.00292102	0.00132819
17	994796	-0.00393117	0.000374812
17	997008	-0.00218122	0.00189323
17	1004004	-0.00313388	0.000421615
17	1015912	-0.00316247	0.00130149
17	1022966	-0.00374499	0.00115651
17	1023112	-0.00374499	0.00115651
17	1023299	-0.00316247	0.00130149
17	1028565	-0.00656398	-1.44E-05
17	1031670	0.00776398	0.00333772
17	1033611	-0.0074689	-0.00050344
17	1045077	-0.00826174	0.000400381
17	1052930	-0.00663281	-1.44E-05
17	1054010	-0.00663281	-1.44E-05
17	1055732	0.00234837	0.00242962
17	1056915	0.00234837	0.00242962
17	1064434	-0.00627163	0.00128394
17	1083381	-0.00415866	0.000576825
17	1085583	-0.00415866	0.000576825
17	1086420	-0.00415866	0.000576825
17	1099005	-0.00567958	-0.000914812
17	1117965	0.00304773	0.00303313
17	1124833	-0.00446351	-0.00105109
17	1132133	-0.00633686	-0.0041627
17	1133362	0.00549108	-0.000432215
17	1134754	0.000349358	0.0018849
17	1139623	-0.00314061	-0.000782245
17	1148940	0.00311654	0.00180986
17	1157130	-0.00576209	-0.00140702
17	1165600	0.00159815	0.00485068
17	1167126	-0.00152884	0.00592366
17	1169722	-0.00469557	0.00256243
17	1177599	-0.00757805	0.00413526
17	1181580	-0.00365506	-0.00127146
17	1183437	0.0025914	-0.000805892
17	1184870	-0.00365506	-0.00127146
17	1188320	-0.00323623	-0.0020553
17	1189443	0.0025914	-0.00110986
17	1190051	0.00418422	-0.00116434
17	1192340	0.00451985	-0.00122644
17	1193947	-0.00414943	-0.00102436
17	1197486	-0.00258179	-0.000180923
17	1200143	-0.00349453	-0.000765147
17	1202652	0.000904848	-0.00206828
17	1206933	-0.00228291	-0.0001053
17	1210634	-0.00403415	-0.000138489
17	1211405	-0.00551595	-0.00404929
17	1212019	-0.00500045	-0.00641734
17	1215189	0.00595694	-0.0018648
17	1216943	0.00326511	-0.000305514
17	1218439	-0.00500045	-0.00641734
17	1219428	-0.00028474	-0.00179319
17	1225305	0.00127851	0.000634351
17	1255981	0.0020572	-0.00115498
17	1256824	0.0023081	-0.00115498
17	1257578	0.0023081	-0.00115498
17	1264541	-0.000617992	0.00284032
17	1270437	-0.00575892	-0.000725922
17	1281675	-0.00177547	-0.00203446
17	1286078	-0.00219268	0.00450471
17	1305458	0.000479385	-0.00408051
17	1313325	0.0037656	-0.000833375
17	1324294	0.000370807	-0.00310656
17	1329118	0.00160784	0.00230839
17	1338376	-0.00715031	-0.00274224
17	1361655	0.00225737	-0.00434967
17	1363495	-0.00740383	-0.00291224
17	1365395	0.00225737	-0.00434967
17	1369962	-0.00660547	-0.000694678
17	1382511	-0.0023878	0.00622494
17	1398864	-0.00119015	-0.00725981
17	1404682	-0.00278453	-0.00623991
17	1411403	-0.0127756	-0.00996923
17	1433535	0.00264893	-0.00346874
17	1440222	0.00478142	-0.00196702
17	1445971	-0.00630289	0.0041179
17	1449646	-0.00630289	0.0041179
17	1461173	-0.00296561	-0.00219783
17	1462195	-0.00343447	-4.76E-05
17	1474745	-0.00292941	0.00340871
17	1505746	-0.000853937	-0.00659615
17	1506770	-0.00506628	0.00404963
17	1511226	-0.00357352	-0.000931051
17	1518285	-0.00358135	-0.00819437
17	1527061	-0.00867845	0.000312724
17	1533962	-0.00358135	-0.00819437
17	1539162	-0.00563831	-0.00296863
17	1554749	-0.0106123	0.00292374
17	1562780	-0.00358135	-0.00819437
17	1569341	0.00712078	0.00100156
17	1571625	0.00120045	0.000900107
17	1574265	0.00404511	-0.00365235
17	1577569	0.00111121	-0.00543441
17	1582872	-0.00358135	-0.00819437
17	1602063	-0.00358135	-0.00819437
17	1603150	-0.00147382	-0.00548596
17	1603910	-0.00147382	-0.00548596
17	1612980	-0.00236117	-0.00920559
17	1615791	-0.00217375	-0.00572439
17	1619951	-9.10E-05	-0.00364036
17	1623801	-0.000412282	-0.00412096
17	1626254	-0.000412282	-0.00412096
17	1634158	-0.00413756	-0.00863068
17	1635604	-0.00413756	-0.00863068
17	1636340	0.00513885	-0.00272898
17	1637165	-0.00413756	-0.00863068
17	1637631	-0.00545098	0.00287648
17	1638365	-0.00510583	0.00339525
17	1638850	-0.00510583	0.00339525
17	1640808	-0.00449009	-0.0080049
17	1641523	-0.00596098	0.0023398
17	1642286	-0.00596098	0.0023398
17	1643598	-0.00436456	-0.00817654
17	1644444	-0.00447503	-0.00880888
17	1648806	-0.00697598	0.00367674
17	1650319	-0.00667049	0.00360488
17	1655987	0.00749923	-0.00052444
17	1659373	-0.00425782	-0.0106538
17	1665236	-0.00443109	3.01E-05
17	1673905	-0.00260595	-0.00284039
17	1677429	-0.00398934	-0.000697928
17	1680809	0.00628674	-0.00138805
17	1682005	0.00631052	-0.00136929
17	1684702	0.00640349	-0.00062028
17	1687899	0.00669976	-0.00146004
17	1690197	-0.00169088	-0.00269183
17	1690764	-0.00211094	-0.00101499
17	1695645	0.00207149	-0.000790617
17	1700877	-0.00474812	0.00318834
17	1708897	-0.00054554	-0.0138002
17	1714152	-0.00474812	0.00318834
17	1717745	-0.00360441	0.000964406
17	1722592	-0.0045276	-0.00248708
17	1723296	-0.00192968	0.00327893
17	1724375	-0.00452135	-0.00248708
17	1725750	-0.00452135	-0.00248708
17	1726490	-0.00452135	-0.00248708
17	1733612	-0.00808353	-0.00290082
17	1736422	-0.00653426	-0.00270989
17	1739566	0.00157779	0.00258998
17	1742785	-0.0064078	-0.00184382
17	1752975	-0.00531753	-0.00257113
17	1774125	-0.00131023	0.00183987
17	1776692	-0.00136582	-0.000866134
17	1779284	-0.00152788	-0.00294138
17	1782217	-0.00201945	-0.00849509
17	1786348	0.00232803	0.000282314
17	1789800	-0.00356457	0.00159306
17	1795874	0.000981449	-0.000641403
17	1797513	0.000981449	-0.000641403
17	1798278	0.000981449	-0.000641403
17	1799109	0.000981449	-0.000641403
17	1800148	0.000981449	-0.000641403
17	1803001	0.000981449	-0.000641403
17	1803932	0.000981449	-0.000641403
17	1805058	0.000449595	0.00124589
17	1806050	0.00329721	-0.0024269
17	1806778	0.00483738	-0.00101952
17	1807512	0.000904034	-0.000901339
17	1807965	0.00564805	0.00048095
17	1827553	-0.00644914	-0.00328766
17	1828619	-0.00644914	-0.00328766
17	1834396	-0.00161512	-0.00996293
17	1835089	-0.00161512	-0.00996293
17	1860165	0.00531452	-0.0135908
17	1871973	0.00774296	-0.00935897
17	1884908	0.00765282	-0.0111118
17	1889379	-0.00135366	-2.71E-05
17	1893683	0.00329623	-0.00509427
17	1901138	-0.00243078	-0.000925404
17	1903669	-0.00730383	-0.000238565
17	1904476	-0.00438692	0.00138517
17	1919692	0.00679	-0.00725559
17	1921285	0.00663359	-0.00725559
17	1931301	0.00228732	-0.003678
17	1935291	-0.00570919	0.00337537
17	1939887	-0.000546357	0.00404788
17	1943221	0.00662976	-0.00390284
17	1947701	0.00664616	-0.00387404
17	1952387	0.00147398	-0.00224336
17	1962364	0.00242854	-0.00409242
17	1966157	0.00242854	-0.00390271
17	1969814	0.0021244	-0.00390271
17	1973852	0.00124709	-0.0055132
17	1982121	0.00243393	-0.00396188
17	1989450	0.00911634	-0.00715618
17	1993998	0.00590083	-0.0160602
17	1999027	-0.0049856	-0.000726515
17	2000557	-0.00368444	0.00203252
17	2007628	-0.00544905	0.00012145
17	2018047	0.0023382	-0.00160425
17	2032409	-0.00246433	0.00298195
17	2038847	0.006743	-0.00568802
17	2043905	-0.00983454	0.00130327
17	2048078	0.00414962	-0.0143822
17	2050377	0.00620883	-0.000189231
17	2067436	0.00414962	-0.0143822
17	2081822	-0.00864799	0.00117257
17	2089108	-0.00146882	-0.00305483
17	2090511	-0.00238935	0.00223308
17	2090987	0.00341921	-0.0137567
17	2094270	0.00614559	-0.000895428
17	2099215	0.0022841	-0.00172054
17	2104722	0.00281075	0.00209441
17	2109740	0.000200948	-0.000719244
17	2120042	0.0063931	-0.00468299
17	2126477	-0.000445145	0.00115069
17	2144396	0.00217773	-0.00935582
17	2148821	0.00177708	-0.00520543
17	2163638	0.00351876	-0.00509995
17	2164551	0.00157908	-0.00537849
17	2167341	-0.000619724	-0.0016524
17	2168052	0.000489562	-0.000426457
17	2168703	0.000489562	-0.000426457
17	2173160	0.00143393	-0.000221069
17	2182592	0.00392018	0.000355654
17	2186127	0.00392701	0.000355654
17	2191616	0.00497922	-0.00103844
17	2205504	-0.00365259	-0.00583971
17	2213957	-0.00542612	-0.000975599
17	2218100	-0.00799305	-0.00362333
17	2220084	-0.00511899	0.000177578
17	2226554	-0.00430915	-0.00457186
17	2239156	0.00217177	-0.00540026
17	2249918	0.00742067	-0.0045307
17	2269700	0.00363756	0.00115618
17	2296070	-0.00179435	-0.00556778
17	2305514	0.00117973	-0.00170803
17	2321691	-0.00297638	0.00442128
17	2323005	-0.000726747	-0.00322433
17	2330790	0.00475137	0.00271248
17	2332007	0.00407549	0.00373943
17	2332701	-0.00256485	0.000956294
17	2337108	0.00140868	0.00215252
17	2338133	0.0021571	0.00247963
17	2338919	-0.00574235	0.00284311
17	2339621	-0.00574235	0.00284311
17	2341327	0.00296703	0.001062
17	2342404	-0.00459993	-0.000882107
17	2346090	0.00176604	0.000911523
17	2347824	-0.00366619	-0.00107507
17	2351080	0.000739355	0.000737874
17	2352364	-0.00574884	-0.00208667
17	2353648	-0.00575726	-0.00112132
17	2355012	0.000186948	-0.00382912
17	2357848	-6.41E-06	0.000655344
17	2359215	0.00195744	0.000245426
17	2359901	0.000275261	-0.00432482
17	2360463	0.00191303	0.0024819
17	2361914	-0.00239789	0.00145834
17	2370851	-0.00537645	-0.00785707
17	2378193	-0.00534525	-0.00411193
17	2384355	0.00352782	-0.00226026
17	2385035	-0.00677574	-0.00657907
17	2386124	-0.00677574	-0.00657907
17	2410732	0.00343848	0.00372904
17	2415196	-0.00485216	-0.00178139
17	2416250	-0.00491732	-0.00178139
17	2418085	-0.00491732	-0.00178139
17	2430533	0.00155776	-0.00608888
17	2431239	0.00155776	-0.00608888
17	2436148	0.0032846	-0.000475613
17	2449916	-0.00151139	-0.000813554
17	2455258	0.00102214	0.00377248
17	2468411	0.0037477	-0.000289195
17	2480307	0.0045733	0.000658027
17	2496106	0.00316526	-0.0023138
17	2505217	-0.000921549	0.00159372
17	2511464	-0.0062414	-0.00111366
17	2516724	-0.00106599	0.00566173
17	2522055	0.00159345	-0.00274602
17	2525304	-0.00035196	0.000220608
17	2532218	-0.00055194	0.00410056
17	2534179	-0.00255752	-0.0059618
17	2545376	-0.0095984	0.00102126
17	2545905	-0.00299809	-0.0059618
17	2549699	0.000778258	-0.00348429
17	2561012	-0.000413157	0.000915713
17	2566304	-0.000794182	0.000585018
17	2575536	-0.00299809	-0.0059618
17	2578706	-0.00299809	-0.0059618
17	2580305	-0.000413157	0.000915713
17	2580756	-0.00299855	-0.000439018
17	2582044	-0.00299809	-0.0059618
17	2585549	-0.00162697	0.000389599
17	2586467	-0.000413157	0.000915713
17	2594959	-0.00233482	0.00524424
17	2619295	-0.00196894	-0.00286513
17	2625559	-0.00847823	0.00106366
17	2627041	0.00388557	7.64E-05
17	2632004	-0.00128792	-0.00491648
17	2633113	0.00192565	-0.00129623
17	2634676	-0.00745838	-0.00088042
17	2635380	0.00388557	7.64E-05
17	2636770	-0.00235313	-0.00492294
17	2637450	0.00435287	-0.00288562
17	2645922	-0.00378362	0.00133878
17	2649353	-0.00202434	-0.00103268
17	2654004	-0.00152337	0.000776097
17	2659912	0.000339263	-0.00706837
17	2665439	-0.00181356	-0.00088039
17	2669325	0.000126746	-0.00281412
17	2677582	-0.00648133	0.00131997
17	2684212	-0.00496247	-0.00432482
17	2688476	-0.0055469	0.0012938
17	2696111	-0.00287735	-0.00101599
17	2700352	0.00401669	0.000346663
17	2703785	0.00560986	-0.00107826
17	2709026	-0.00131333	0.00141595
17	2712626	-0.00101503	0.00228296
17	2715331	-0.00393254	-0.000105328
17	2720801	-1.17E-05	0.000258867
17	2723311	-0.00395677	0.000614482
17	2725109	0.00313488	-0.000136352
17	2733592	0.000597646	0.00364835
17	2734534	0.00182054	0.000991777
17	2738998	0.00101027	0.000521091
17	2750347	0.00219941	0.00165859
17	2753394	0.00148312	0.00165062
17	2757479	0.000706488	0.00183175
17	2759455	0.00240767	-0.00152896
17	2761539	0.000706488	0.00183175
17	2762730	0.0015698	0.000239284
17	2765155	0.00159539	-0.00296116
17	2766673	-0.000764116	0.00120626
17	2767343	-0.000909516	0.00141595
17	2769009	0.000150909	0.000970968
17	2770279	-2.71E-05	0.00134715
17	2771523	-0.00269664	-0.00112995
17	2790907	0.00175638	0.000507948
17	2799425	-0.0010039	-0.000239519
17	2802744	-0.000185545	0.000523327
17	2804330	-0.000364018	-0.0010203
17	2810823	0.00271205	0.00286101
17	2811372	0.000155279	0.00110557
17	2812830	-3.62E-05	0.000247064
17	2816446	-0.000700217	-0.000164268
17	2818129	7.06E-05	-0.00107126
17	2820386	-0.00186336	-0.000239899
17	2820957	-0.000719156	-0.000711071
17	2822586	7.06E-05	-0.00140106
